index,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
7487,AUS,Oceania,Australia,2021-11-12,188493.0,1452.0,1366.571,1877.0,4.0,10.286,7309.268,56.305,52.992,72.785,0.155,0.399,,,,,,,,,,,,,,,,,,,37544059.0,19514381.0,17778385.0,251293.0,160104.0,138279.0,145.59,75.67,68.94,0.97,5362.0,,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
8114,AUT,Europe,Austria,2021-11-12,934948.0,11798.0,9936.857,11641.0,40.0,27.143,103388.318,1304.645,1098.836,1287.284,4.423,3.002,,,,,,,,,,445216.0,102608572.0,11346.65,49.233,452326.0,50.019,,,tests performed,12146922.0,6083717.0,5725245.0,672790.0,88712.0,59778.0,134.32,67.27,63.31,7.44,6610.0,,9043072.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,,,,
8736,AZE,Asia,Azerbaijan,2021-11-12,556430.0,2334.0,2040.0,7397.0,25.0,27.0,54427.397,228.301,199.543,723.54,2.445,2.641,,,,,,,,,,,,,,,,,,,10021688.0,5012689.0,4464036.0,544963.0,38082.0,29812.0,98.03,49.03,43.67,5.33,2916.0,,10223344.0,119.309,32.4,6.018,3.871,15847.419,,559.812,7.11,0.3,42.5,83.241,4.7,73.0,0.756,,,,
9343,BHS,North America,Bahamas,2021-11-12,22572.0,20.0,12.429,665.0,0.0,1.143,56868.742,50.389,31.313,1675.426,0.0,2.879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396914.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,,,,
9971,BHR,Asia,Bahrain,2021-11-12,277184.0,19.0,24.714,1393.0,0.0,0.0,158545.326,10.868,14.136,796.776,0.0,0.0,,,,,,,,,,,,,,,,,,,2820266.0,1183119.0,1147695.0,,2910.0,3855.0,161.32,67.67,65.65,,2205.0,,1748295.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29,0.852,,,,
10591,BGD,Asia,Bangladesh,2021-11-12,1572127.0,221.0,234.571,27912.0,5.0,3.571,9453.361,1.329,1.411,167.838,0.03,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
11197,BRB,North America,Barbados,2021-11-12,21595.0,284.0,297.0,191.0,2.0,3.0,75058.74,987.112,1032.297,663.868,6.951,10.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287708.0,664.463,39.8,14.952,9.473,16978.068,,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.814,,,,
11821,BLR,Europe,Belarus,2021-11-12,623628.0,1939.0,1943.714,4820.0,15.0,15.429,66042.231,205.34,205.839,510.438,1.589,1.634,,,,,,,,,,,9984551.0,1057.364,,30304.0,3.209,,,tests performed,,,,,,,,,,,,,9442867.0,46.858,40.3,14.799,9.788,17167.967,,443.129,5.18,10.5,46.1,,11.0,74.79,0.823,,,,
12469,BEL,Europe,Belgium,2021-11-12,1484712.0,21164.0,11594.857,26321.0,60.0,30.857,127636.638,1819.411,996.778,2262.745,5.158,2.653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11632334.0,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931,,,,
13069,BLZ,North America,Belize,2021-11-12,28899.0,150.0,143.571,534.0,4.0,3.571,71370.535,370.448,354.572,1318.795,9.879,8.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404915.0,16.426,25.0,3.853,2.279,7824.362,,176.957,17.11,,,90.083,1.3,74.62,0.716,,,,
13676,BEN,Africa,Benin,2021-11-12,24833.0,0.0,4.143,161.0,0.0,0.0,1994.453,0.0,0.333,12.931,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12451031.0,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.545,,,,
14593,BTN,Asia,Bhutan,2021-11-12,2623.0,0.0,0.0,3.0,0.0,0.0,3363.252,0.0,0.0,3.847,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779900.0,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,,,79.807,1.7,71.78,0.654,,,,
15205,BOL,South America,Bolivia,2021-11-12,522530.0,1012.0,757.286,19004.0,6.0,6.286,44158.948,85.524,63.998,1606.026,0.507,0.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
15969,BIH,Europe,Bosnia and Herzegovina,2021-11-12,263587.0,681.0,883.714,11962.0,40.0,35.0,80769.208,208.674,270.791,3665.436,12.257,10.725,,,,,,,,,,2781.0,1343252.0,411.604,0.852,3115.0,0.955,,,tests performed,,,,,,,,,,,,,3263459.0,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.78,,,,
16562,BWA,Africa,Botswana,2021-11-12,193701.0,0.0,109.429,2411.0,0.0,0.571,80801.672,0.0,45.648,1005.74,0.0,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2397240.0,4.044,25.8,3.941,2.242,15807.374,,237.372,4.81,5.7,34.4,,1.8,69.59,0.735,,,,
17188,BRA,South America,Brazil,2021-11-12,21939196.0,14598.0,10962.571,610491.0,267.0,204.429,102522.75,68.217,51.229,2852.849,1.248,0.955,,,,,,,,,,,,,,,,,,,294219326.0,161787056.0,126202217.0,11231782.0,11231782.0,2331114.0,137.49,75.6,58.97,5.25,10893.0,,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,
17971,BRN,Asia,Brunei,2021-11-12,14121.0,63.0,82.286,95.0,0.0,0.571,31981.827,142.685,186.364,215.16,0.0,1.294,,,,,,,,,,,,,,,,,,,668251.0,376127.0,292124.0,,7035.0,5051.0,151.35,85.19,66.16,,11440.0,,441532.0,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2.0,30.9,,2.7,75.86,0.838,,,,
18586,BGR,Europe,Bulgaria,2021-11-12,653209.0,3146.0,3504.143,26125.0,175.0,169.286,94713.887,456.163,508.093,3788.068,25.375,24.546,,,,,,,,,,,6005759.0,870.822,,32795.0,4.755,,,tests performed,3057437.0,,1615183.0,,21882.0,14768.0,44.33,,23.42,,2141.0,,6896655.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.816,,,,
19199,BFA,Africa,Burkina Faso,2021-11-12,15281.0,0.0,25.429,234.0,0.0,1.857,710.84,0.0,1.183,10.885,0.0,0.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21497097.0,70.151,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.452,,,,
19791,BDI,Africa,Burundi,2021-11-12,20221.0,11.0,12.143,38.0,0.0,0.0,1649.963,0.898,0.991,3.101,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12255429.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433,,,,
20447,KHM,Asia,Cambodia,2021-11-12,119421.0,63.0,67.571,2856.0,6.0,5.429,7046.964,3.718,3.987,168.531,0.354,0.32,,,,,,,,,,,,,,,,,,,28210938.0,14045675.0,13199809.0,2018605.0,28349.0,34826.0,166.47,82.88,77.89,11.91,2055.0,,16946446.0,90.672,25.6,4.412,2.385,3645.07,,270.892,4.0,2.0,33.7,66.229,0.8,69.82,0.594,,,,
21064,CMR,Africa,Cameroon,2021-11-12,106190.0,0.0,263.143,1770.0,0.0,5.571,3900.565,0.0,9.666,65.016,0.0,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
21721,CAN,North America,Canada,2021-11-12,1753722.0,3922.0,2536.857,29362.0,45.0,25.286,46068.247,103.026,66.64,771.306,1.182,0.664,,,,,,,,,,,,,,,,,,,59479572.0,30033267.0,28635932.0,810373.0,93623.0,63326.0,156.25,78.89,75.22,2.13,1664.0,,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
22324,CPV,Africa,Cape Verde,2021-11-12,38293.0,6.0,7.286,350.0,0.0,0.143,68149.016,10.678,12.966,622.886,0.0,0.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561901.0,135.58,25.7,4.46,3.437,6222.554,,182.219,2.42,2.1,16.5,,2.1,72.98,0.665,,,,
23247,CAF,Africa,Central African Republic,2021-11-12,11666.0,87.0,12.429,101.0,1.0,0.143,2371.144,17.683,2.526,20.529,0.203,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4919987.0,7.479,18.3,3.655,2.251,661.24,,435.727,6.1,,,16.603,1.0,53.28,0.397,,,,
23851,TCD,Africa,Chad,2021-11-12,5107.0,0.0,0.0,175.0,0.0,0.0,301.922,0.0,0.0,10.346,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16914985.0,11.833,16.7,2.486,1.446,1768.153,38.4,280.995,6.1,,,5.818,,54.24,0.398,,,,
24480,CHL,South America,Chile,2021-11-12,1721025.0,2940.0,2457.0,37936.0,19.0,17.429,89579.043,153.026,127.886,1974.562,0.989,0.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19212362.0,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,,2.11,80.18,0.851,,,,
25141,CHN,Asia,China,2021-11-12,98251.0,75.0,72.714,4636.0,0.0,0.0,68.031,0.052,0.05,3.21,0.0,0.0,,,,,,,,,,,,,,,,,,,2372713000.0,,,,8681000.0,8726714.0,164.29,,,,6043.0,,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
25758,COL,South America,Colombia,2021-11-12,5026822.0,2559.0,2262.857,127721.0,41.0,37.857,98054.024,49.916,44.14,2491.347,0.8,0.738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51265841.0,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,,,,
26320,COM,Africa,Comoros,2021-11-12,4363.0,11.0,9.0,149.0,1.0,0.286,4910.767,12.381,10.13,167.707,1.126,0.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888456.0,437.352,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0.554,,,,
26928,COG,Africa,Congo,2021-11-12,18153.0,0.0,29.857,309.0,0.0,1.714,3208.935,0.0,5.278,54.622,0.0,0.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5657017.0,15.405,19.0,3.402,2.063,4881.406,37.0,344.094,7.2,1.7,52.3,47.964,,64.57,0.574,,,,
27713,CRI,North America,Costa Rica,2021-11-12,564159.0,235.0,263.286,7197.0,7.0,9.0,109778.786,45.728,51.232,1400.453,1.362,1.751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5139053.0,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,,,,
28325,CIV,Africa,Cote d'Ivoire,2021-11-12,61486.0,0.0,14.143,700.0,0.0,0.286,2272.745,0.0,0.523,25.875,0.0,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27053629.0,76.399,18.7,2.933,1.582,3601.006,28.2,303.74,2.42,,,19.351,,57.78,0.538,,,,
28952,HRV,Europe,Croatia,2021-11-12,528286.0,6449.0,5458.857,9774.0,53.0,53.429,129429.298,1579.996,1337.412,2394.616,12.985,13.09,,,,,,,,,,,3246065.0,795.281,,12912.0,3.163,,,people tested,3817390.0,2024193.0,1851543.0,,,20226.0,93.53,49.59,45.36,,4955.0,,4081657.0,73.726,44.0,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,,5.54,78.49,0.851,,,,
29563,CUB,North America,Cuba,2021-11-12,958097.0,362.0,449.857,8279.0,1.0,3.143,84656.255,31.986,39.749,731.522,0.088,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11317498.0,110.408,43.1,14.738,9.719,,,190.968,8.27,17.1,53.3,85.198,5.2,78.8,0.783,,,,
30406,CYP,Europe,Cyprus,2021-11-12,127036.0,264.0,231.857,587.0,10.0,1.571,141780.459,294.641,258.768,655.13,11.161,1.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896005.0,127.657,37.3,13.416,8.563,32415.132,,141.171,9.24,19.6,52.7,,3.4,80.98,0.887,,,,
31035,CZE,Europe,Czechia,2021-11-12,1866969.0,10414.0,9402.143,31355.0,66.0,59.571,174083.619,971.043,876.693,2923.665,6.154,5.555,,,,,,,,,,,,,,,,,,,12758362.0,6406508.0,6180238.0,500698.0,50007.0,36063.0,118.96,59.74,57.63,4.67,3363.0,,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
31647,COD,Africa,Democratic Republic of Congo,2021-11-12,57729.0,67.0,17.714,1099.0,0.0,0.143,624.922,0.725,0.192,11.897,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92377986.0,35.879,17.0,3.02,1.745,808.133,77.1,318.949,6.1,,,4.472,,60.68,0.48,,,,
32297,DNK,Europe,Denmark,2021-11-12,420919.0,4593.0,2782.0,2759.0,4.0,4.143,72406.182,790.085,478.558,474.601,0.688,0.713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
32902,DJI,Africa,Djibouti,2021-11-12,13494.0,0.0,0.429,186.0,0.0,0.429,13464.419,0.0,0.428,185.592,0.0,0.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002197.0,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,,1.4,67.11,0.524,,,,
33503,DMA,North America,Dominica,2021-11-12,5235.0,0.0,39.143,34.0,0.0,0.286,72535.055,0.0,542.355,471.097,0.0,3.959,,,,,,,,,,,,,,,,,,,53955.0,28207.0,25748.0,,,93.0,74.76,39.08,35.68,,1289.0,,72172.0,98.567,,,,9673.367,,227.376,11.62,,,,3.8,75.0,0.742,,,,
34125,DOM,North America,Dominican Republic,2021-11-12,393383.0,1160.0,1014.0,4165.0,7.0,2.429,35913.207,105.9,92.571,380.236,0.639,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10953714.0,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,,,,
34747,ECU,South America,Ecuador,2021-11-12,519560.0,0.0,183.714,32989.0,0.0,0.857,29044.4,0.0,10.27,1844.148,0.0,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17888474.0,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759,,,,
35385,EGY,Africa,Egypt,2021-11-12,342097.0,909.0,917.714,19366.0,57.0,59.571,3281.244,8.719,8.802,185.75,0.547,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104258327.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707,,,,
35989,SLV,North America,El Salvador,2021-11-12,117544.0,194.0,588.857,3715.0,6.0,6.429,18032.369,29.761,90.336,569.916,0.92,0.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6518500.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673,,,,
36597,GNQ,Africa,Equatorial Guinea,2021-11-12,13485.0,0.0,11.143,168.0,0.0,0.0,9300.699,0.0,7.685,115.871,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1449891.0,45.194,22.4,2.846,1.752,22604.873,,202.812,7.78,,,24.64,2.1,58.74,0.592,,,,
37199,ERI,Africa,Eritrea,2021-11-12,7039.0,26.0,18.429,48.0,0.0,0.429,1954.484,7.219,5.117,13.328,0.0,0.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3601462.0,44.304,19.3,3.607,2.171,1510.459,,311.11,6.05,0.2,11.4,,0.7,66.32,0.459,,,,
37848,EST,Europe,Estonia,2021-11-12,210542.0,945.0,1130.429,1662.0,12.0,11.571,158877.08,713.106,853.033,1254.162,9.055,8.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325188.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,,,,
38457,SWZ,Africa,Eswatini,2021-11-12,46466.0,1.0,1.571,1245.0,0.0,0.286,39634.279,0.853,1.34,1061.952,0.0,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1172369.0,79.492,21.5,3.163,1.845,7738.975,,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611,,,,
39067,ETH,Africa,Ethiopia,2021-11-12,368346.0,240.0,223.286,6601.0,18.0,12.0,3124.854,2.036,1.894,55.999,0.153,0.102,,,,,,,,,,,,,,,,,,,5064051.0,3671041.0,1393010.0,,5242.0,6433.0,4.3,3.11,1.18,,55.0,,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,
41388,FJI,Oceania,Fiji,2021-11-12,52397.0,41.0,21.429,679.0,0.0,0.714,58031.961,45.409,23.733,752.022,0.0,0.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902899.0,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
42042,FIN,Europe,Finland,2021-11-12,167119.0,0.0,663.286,1216.0,0.0,4.0,30120.427,0.0,119.546,219.164,0.0,0.721,,,,,,,,,,,,,,,,,,,8217688.0,4255751.0,3961937.0,,19878.0,9103.0,148.11,76.7,71.41,,1641.0,,5548361.0,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,
42701,FRA,Europe,France,2021-11-12,7362807.0,3887.0,8786.286,119069.0,48.0,34.143,108974.893,57.53,130.043,1762.308,0.71,0.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67564251.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
43583,GAB,Africa,Gabon,2021-11-12,36587.0,0.0,81.0,262.0,0.0,1.857,16055.176,0.0,35.545,114.971,0.0,0.815,,,,,,,,,,,1355073.0,594.636,,3059.0,1.342,,,samples tested,,,,,,,,,,,,,2278829.0,7.859,23.1,4.45,2.976,16562.413,3.4,259.967,7.2,,,,6.3,66.47,0.703,,,,
44189,GMB,Africa,Gambia,2021-11-12,9980.0,0.0,1.0,341.0,0.0,0.0,4012.969,0.0,0.402,137.116,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2486937.0,207.566,17.5,2.339,1.417,1561.767,10.1,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,
44815,GEO,Asia,Georgia,2021-11-12,775826.0,4445.0,4616.429,10816.0,77.0,73.714,194942.274,1116.898,1159.973,2717.743,19.348,18.522,,,,,,,,,,,,,,,,,,,2041209.0,1076629.0,964580.0,,8270.0,5950.0,51.29,27.05,24.24,,1495.0,,3979773.0,65.032,38.7,14.864,10.244,9745.079,4.2,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,
45471,DEU,Europe,Germany,2021-11-12,5002730.0,45356.0,35263.286,97623.0,229.0,161.571,59626.96,540.593,420.299,1163.557,2.729,1.926,,,,,,,,,,,,,,,,,,,114800236.0,58223200.0,56141195.0,3785019.0,293750.0,239077.0,136.83,69.4,66.91,4.51,2850.0,,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
46080,GHA,Africa,Ghana,2021-11-12,130649.0,0.0,36.857,1206.0,0.0,2.571,4117.247,0.0,1.162,38.006,0.0,0.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31732128.0,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,,,,
46387,GIB,Europe,Gibraltar,2021-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92749.0,40763.0,39814.0,12172.0,492.0,243.0,275.29,120.99,118.17,36.13,7213.0,,33691.0,3457.1,,,,,,,,,,,,79.93,,,,,
47020,GRC,Europe,Greece,2021-11-12,821900.0,6832.0,6805.0,16616.0,56.0,59.429,79251.765,658.776,656.173,1602.199,5.4,5.73,,,,,,,,,,,,,,,,,,,13156658.0,6782046.0,6455182.0,598100.0,55847.0,41519.0,126.86,65.4,62.24,5.77,4003.0,,10370747.0,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,,,,
47903,GRD,North America,Grenada,2021-11-12,5863.0,0.0,0.857,200.0,0.0,0.286,51878.069,0.0,7.584,1769.677,0.0,2.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113015.0,317.132,29.4,7.304,5.021,13593.877,,243.964,10.71,,,,3.7,72.4,0.779,,,,
48538,GTM,North America,Guatemala,2021-11-12,609136.0,829.0,650.0,15675.0,48.0,48.143,33377.556,45.425,35.617,858.91,2.63,2.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18249868.0,157.834,22.9,4.694,3.016,7423.808,8.7,155.898,10.18,,,76.665,0.6,74.3,0.663,,,,
49437,GIN,Africa,Guinea,2021-11-12,30715.0,0.0,4.857,387.0,0.0,0.286,2275.651,0.0,0.36,28.673,0.0,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13497237.0,51.755,19.0,3.135,1.733,1998.926,35.3,336.717,2.42,,,17.45,0.3,61.6,0.477,,,,
50035,GNB,Africa,Guinea-Bissau,2021-11-12,6301.0,38.0,21.571,143.0,0.0,0.0,3126.287,18.854,10.703,70.95,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015490.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32,0.48,,,,
50646,GUY,South America,Guyana,2021-11-12,36652.0,119.0,94.143,955.0,0.0,3.143,46375.623,150.57,119.119,1208.358,0.0,3.977,,,,,,,,,,,,,,,,,,,648974.0,390110.0,258864.0,,2429.0,2069.0,82.11,49.36,32.75,,2618.0,,790329.0,3.952,26.3,5.305,2.837,7435.047,,373.159,11.62,,,77.159,1.6,69.91,0.682,,,,
51249,HTI,North America,Haiti,2021-11-12,24543.0,310.0,67.143,708.0,6.0,3.286,2126.466,26.859,5.817,61.343,0.52,0.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11541683.0,398.448,24.3,4.8,2.954,1653.173,23.5,430.548,6.65,2.9,23.1,22.863,0.7,64.0,0.51,,,,
52522,HND,North America,Honduras,2021-11-12,376841.0,0.0,80.0,10349.0,0.0,5.857,37448.199,0.0,7.95,1028.422,0.0,0.582,,,,,,,,,,,,,,,,,,,7584433.0,3957957.0,3622891.0,3960.0,,40615.0,75.37,39.33,36.0,0.04,4036.0,,10062994.0,82.805,24.9,4.652,2.883,4541.795,16.0,240.208,7.21,2.0,,84.169,0.7,75.27,0.634,,,,
53182,HKG,Asia,Hong Kong,2021-11-12,12378.0,1.0,2.571,213.0,0.0,0.0,1638.862,0.132,0.34,28.201,0.0,0.0,,,,,,,,,,,,,,,,,,,9158550.0,4664334.0,4467291.0,,19715.0,11220.0,121.26,61.76,59.15,,1486.0,,7552800.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,,,,
53802,HUN,Europe,Hungary,2021-11-12,939784.0,8370.0,6802.857,31867.0,116.0,97.571,97547.041,868.783,706.118,3307.709,12.04,10.128,,,,,,,,,,37324.0,7301683.0,757.895,3.874,31573.0,3.277,,,tests performed,,,,,,,,,,,,,9634162.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,,,,
54428,ISL,Europe,Iceland,2021-11-12,15321.0,181.0,152.286,34.0,0.0,0.0,44620.806,527.144,443.516,99.021,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343360.0,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,,2.91,82.99,0.949,,,,
55081,IND,Asia,India,2021-11-12,34426036.0,11850.0,11621.857,463245.0,555.0,425.714,24706.339,8.504,8.341,332.454,0.398,0.306,,,,,,,,,,1165286.0,621067350.0,445.718,0.836,1149962.0,0.825,,,samples tested,1111423316.0,749179463.0,362243853.0,,8647724.0,4804242.0,79.76,53.77,26.0,,3448.0,,1393409033.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,,,,
55702,IDN,Asia,Indonesia,2021-11-12,4250157.0,399.0,405.286,143628.0,20.0,15.571,15378.96,1.444,1.467,519.71,0.072,0.056,,,,,,,,,,,,,,,,,,,211907880.0,129089388.0,82818492.0,,2049436.0,1485120.0,76.68,46.71,29.97,,5374.0,,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
56980,IRN,Asia,Iran,2021-11-12,6027269.0,7322.0,7687.429,127918.0,109.0,123.571,70885.063,86.112,90.41,1504.409,1.282,1.453,,,,,,,,,,,36829133.0,433.137,,110260.0,1.297,,,tests performed,,,,,,,,,,,,,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,,,,
