index,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
57608,IRQ,Asia,Iraq,2021-11-12,2067797.0,892.0,939.286,23471.0,26.0,24.857,50214.415,21.661,22.81,569.97,0.631,0.604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41179351.0,88.125,20.0,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,1.4,70.6,0.674,,,,
58231,IRL,Europe,Ireland,2021-11-12,490001.0,5478.0,3961.143,5566.0,0.0,10.571,98336.432,1099.359,794.947,1117.019,0.0,2.122,,,,,,,,,,28671.0,8443308.0,1694.455,5.754,27157.0,5.45,,,tests performed,,,,,,,,,,,,,4982904.0,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,
58527,IMN,Europe,Isle of Man,2021-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132860.0,68140.0,64720.0,,,49.0,155.56,79.78,75.78,,574.0,,85410.0,147.872,,,,,,,,,,,,81.4,,,,,
59159,ISR,Asia,Israel,2021-11-12,1336587.0,413.0,474.857,8140.0,2.0,4.0,143858.25,44.452,51.109,876.117,0.215,0.431,,114.0,12.97,200.0,22.754,,,,,40840.0,30975933.0,3333.972,4.396,70141.0,7.549,,,tests performed,16020306.0,6255443.0,5751985.0,4012878.0,778.0,6446.0,172.43,67.33,61.91,43.19,694.0,,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,,,,
59811,ITA,Europe,Italy,2021-11-12,4843957.0,8522.0,6927.429,132686.0,68.0,50.286,80241.178,141.169,114.754,2197.972,1.126,0.833,,,,,,,,,,,,,,,,,,,91901997.0,46827542.0,43732634.0,2834663.0,204695.0,175249.0,152.24,77.57,72.44,4.7,2903.0,,60367471.0,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,,,,
60423,JAM,North America,Jamaica,2021-11-12,90005.0,79.0,77.0,2311.0,9.0,5.571,30269.43,26.568,25.896,777.209,3.027,1.874,,,,,,,,,,,,,,,,,,,1031652.0,621048.0,468894.0,,7212.0,8464.0,34.7,20.89,15.77,,2847.0,,2973462.0,266.879,31.4,9.684,6.39,8193.571,,206.537,11.28,5.3,28.6,66.425,1.7,74.47,0.734,,,,
61084,JPN,Asia,Japan,2021-11-12,1724573.0,194.0,182.571,18320.0,1.0,2.286,13681.572,1.539,1.448,145.338,0.008,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,126050796.0,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919,,,,
61943,JOR,Asia,Jordan,2021-11-12,888435.0,2393.0,2264.286,11197.0,14.0,13.571,86516.028,233.031,220.497,1090.367,1.363,1.322,,,,,,,,,,,,,,,,,,,7632014.0,4031732.0,3600282.0,,2531.0,11947.0,74.32,39.26,35.06,,1163.0,,10269022.0,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729,,,,
62553,KAZ,Asia,Kazakhstan,2021-11-12,1036373.0,1322.0,1277.0,17461.0,32.0,28.286,54560.426,69.597,67.228,919.244,1.685,1.489,,,,,,,,,,,,,,,,,,,16278843.0,8501375.0,7777468.0,,47029.0,40875.0,85.7,44.76,40.94,,2152.0,,18994958.0,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7.0,43.1,98.999,6.7,73.6,0.825,,,,
63170,KEN,Africa,Kenya,2021-11-12,254215.0,64.0,68.286,5316.0,1.0,2.857,4623.293,1.164,1.242,96.68,0.018,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,
63349,KIR,Oceania,Kiribati,2021-11-12,2.0,0.0,0.0,,,0.0,16.476,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121388.0,143.701,23.2,3.895,2.21,1981.132,,434.657,22.66,35.9,58.9,,1.9,68.37,0.63,,,,
63958,OWID_KOS,Europe,Kosovo,2021-11-12,160927.0,16.0,12.857,2979.0,1.0,0.143,90301.131,8.978,7.215,1671.609,0.561,0.08,,,,,,,,,,,,,,,,,,,1591886.0,844163.0,747723.0,,2147.0,1981.0,89.33,47.37,41.96,,1112.0,,1782115.0,168.155,,,,9795.834,0.6,,,,,,,,,,,,
64586,KWT,Asia,Kuwait,2021-11-12,412960.0,24.0,23.857,2462.0,0.0,0.0,95403.707,5.545,5.512,568.781,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4328553.0,232.128,33.7,2.345,1.114,65530.537,,132.235,15.84,2.7,37.0,,2.0,75.49,0.806,,,,
65191,KGZ,Asia,Kyrgyzstan,2021-11-12,182197.0,107.0,75.571,2699.0,2.0,2.571,27487.547,16.143,11.401,407.191,0.302,0.388,,,,,,,,,,,,,,,,,,,1854174.0,1037598.0,812885.0,,10703.0,8208.0,27.97,15.65,12.26,,1238.0,,6628347.0,32.333,26.3,4.489,2.882,3393.474,1.4,436.362,7.11,3.6,50.5,89.22,4.5,71.45,0.697,,,,
65790,LAO,Asia,Laos,2021-11-12,52175.0,1198.0,1022.143,94.0,1.0,2.429,7070.398,162.345,138.514,12.738,0.136,0.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7379358.0,29.715,24.4,4.029,2.322,6397.36,22.7,368.111,4.0,7.3,51.2,49.839,1.5,67.92,0.613,,,,
66420,LVA,Europe,Latvia,2021-11-12,238153.0,1388.0,1353.143,3683.0,37.0,34.143,127563.695,743.465,724.794,1972.753,19.819,18.288,,,,,,,,,,16707.0,5113776.0,2739.131,8.949,14423.0,7.726,,,tests performed,2082632.0,1226743.0,1105416.0,,8882.0,9819.0,111.55,65.71,59.21,,5259.0,,1866934.0,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51.0,,5.57,75.29,0.866,,,,
67051,LBN,Asia,Lebanon,2021-11-12,650655.0,959.0,793.0,8571.0,5.0,5.286,96120.621,141.672,117.149,1266.185,0.739,0.781,,,,,,,,,,,,,,,,,,,3437857.0,1834075.0,1603782.0,,13384.0,9888.0,50.79,27.09,23.69,,1461.0,,6769151.0,594.561,31.1,8.514,5.43,13367.565,,266.591,12.71,26.9,40.7,,2.9,78.93,0.744,,,,
67600,LSO,Africa,Lesotho,2021-11-12,21688.0,1.0,1.571,660.0,0.0,0.143,10045.08,0.463,0.728,305.688,0.0,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2159067.0,73.562,22.2,4.506,2.647,2851.153,59.6,405.126,3.94,0.4,53.9,2.117,,54.33,0.527,,,,
68206,LBR,Africa,Liberia,2021-11-12,5818.0,0.0,0.429,287.0,0.0,0.0,1123.121,0.0,0.083,55.403,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5180208.0,49.127,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.48,,,,
68825,LBY,Africa,Libya,2021-11-12,364076.0,593.0,544.286,5275.0,17.0,12.714,52320.76,85.219,78.218,758.062,2.443,1.827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6958538.0,3.623,29.0,4.424,2.816,17881.509,,341.862,10.43,,,,3.7,72.91,0.724,,,,
69444,LIE,Europe,Liechtenstein,2021-11-12,3846.0,5.0,16.857,61.0,0.0,0.0,100538.506,130.705,440.664,1594.604,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38254.0,237.012,,,,,,,7.77,,,,2.397,82.49,0.919,,,,
70067,LTU,Europe,Lithuania,2021-11-12,439373.0,2683.0,2573.286,6271.0,20.0,32.0,163344.067,997.449,956.661,2331.346,7.435,11.897,,,,,,,,,,,,,,,,,,,3493758.0,1837378.0,1748263.0,145352.0,13974.0,8893.0,129.89,68.31,64.99,5.4,3306.0,,2689862.0,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38.0,,6.56,75.93,0.882,,,,
71985,LUX,Europe,Luxembourg,2021-11-12,84248.0,179.0,200.857,855.0,1.0,0.857,132712.889,281.972,316.403,1346.851,1.575,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634814.0,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,,4.51,82.25,0.916,,,,
72858,MDG,Africa,Madagascar,2021-11-12,43672.0,0.0,5.714,964.0,0.0,0.0,1536.268,0.0,0.201,33.911,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28427333.0,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,
73452,MWI,Africa,Malawi,2021-11-12,61841.0,7.0,5.429,2302.0,0.0,0.0,3147.496,0.356,0.276,117.164,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19647681.0,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,
74111,MYS,Asia,Malaysia,2021-11-12,2535338.0,6517.0,5439.0,29576.0,41.0,53.429,77353.03,198.833,165.944,902.362,1.251,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32776195.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,
74726,MDV,Asia,Maldives,2021-11-12,89529.0,165.0,144.714,247.0,0.0,0.286,164690.409,303.521,266.205,454.362,0.0,0.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543620.0,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55.0,95.803,,78.92,0.74,,,,
75324,MLI,Africa,Mali,2021-11-12,16605.0,43.0,44.429,584.0,2.0,1.857,796.184,2.062,2.13,28.002,0.096,0.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20855724.0,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,
75942,MLT,Europe,Malta,2021-11-12,38117.0,50.0,43.429,462.0,0.0,0.0,73855.842,96.88,84.148,895.175,0.0,0.0,,,,,,,,,,2195.0,1365205.0,2645.233,4.253,1876.0,3.635,,,tests performed,,,,,,,,,,,,,516100.0,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,
76323,MHL,Oceania,Marshall Islands,2021-11-12,4.0,0.0,0.0,,,0.0,67.094,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59618.0,295.15,,,,3819.202,,557.793,30.53,,,82.502,2.7,73.7,0.704,,,,
76932,MRT,Africa,Mauritania,2021-11-12,38001.0,60.0,56.143,806.0,1.0,0.714,7958.141,12.565,11.757,168.792,0.209,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
77537,MUS,Africa,Mauritius,2021-11-12,18979.0,0.0,95.0,240.0,0.0,5.857,14903.866,0.0,74.602,188.468,0.0,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1273428.0,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,,3.4,74.99,0.804,,,,
78219,MEX,North America,Mexico,2021-11-12,3838308.0,0.0,2870.286,290630.0,0.0,214.143,29466.011,0.0,22.035,2231.115,0.0,1.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
78515,FSM,Oceania,Micronesia (country),2021-11-12,1.0,0.0,0.0,,,0.0,8.602,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116255.0,150.777,23.0,4.81,2.392,3299.464,16.0,454.343,12.02,,,,,67.88,0.62,,,,
79130,MDA,Europe,Moldova,2021-11-12,351940.0,1243.0,1053.857,8391.0,68.0,54.857,87459.695,308.895,261.891,2085.226,16.899,13.632,,,,,,,,,,,2101912.0,522.341,,7367.0,1.831,,,tests performed,,,,,,,,,,,,,4024025.0,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75,,,,
79753,MCO,Europe,Monaco,2021-11-12,3473.0,6.0,5.571,36.0,0.0,0.0,87879.555,151.822,140.977,910.931,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39520.0,19347.5,,,,,,,5.46,,,,13.8,86.75,,,,,
80366,MNG,Asia,Mongolia,2021-11-12,372187.0,1863.0,993.429,1869.0,19.0,11.571,111791.972,559.58,298.391,561.382,5.707,3.476,,,,,,,,,,7215.0,4321687.0,1298.084,2.167,6153.0,1.848,,,samples tested,,,,,,,,,,,,,3329282.0,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7.0,69.87,0.737,,,,
80972,MNE,Europe,Montenegro,2021-11-12,151272.0,479.0,553.0,2194.0,9.0,7.714,240859.421,762.677,880.502,3493.347,14.33,12.283,,,,,,,,,,,,,,,,,,,512394.0,264068.0,248326.0,,1380.0,1025.0,81.58,42.05,39.54,,1632.0,,628051.0,46.28,39.1,14.762,9.395,16409.288,1.0,387.305,10.08,44.0,47.9,,3.861,76.88,0.829,,,,
81860,MAR,Africa,Morocco,2021-11-12,948025.0,123.0,126.571,14737.0,3.0,5.143,25385.739,3.294,3.389,394.62,0.08,0.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37344787.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,,,,
82461,MOZ,Africa,Mozambique,2021-11-12,151414.0,4.0,8.857,1934.0,0.0,0.143,4707.701,0.124,0.275,60.131,0.0,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32163045.0,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.456,,,,
83057,MMR,Asia,Myanmar,2021-11-12,511717.0,992.0,954.143,18899.0,17.0,16.571,9336.877,18.1,17.409,344.834,0.31,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54806014.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.583,,,,
83666,NAM,Africa,Namibia,2021-11-12,129038.0,11.0,7.571,3564.0,-1.0,0.571,49872.765,4.251,2.926,1377.474,-0.386,0.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2587344.0,3.078,22.0,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,,63.71,0.646,,,,
84470,NPL,Asia,Nepal,2021-11-12,816415.0,355.0,303.714,11469.0,3.0,4.429,27511.953,11.963,10.235,386.488,0.101,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29674920.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,,,,
85095,NLD,Europe,Netherlands,2021-11-12,2309626.0,16241.0,13115.714,19138.0,32.0,25.714,134490.966,945.724,763.736,1114.418,1.863,1.497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17173094.0,508.544,43.2,18.779,11.881,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.944,,,,
85999,NZL,Oceania,New Zealand,2021-11-12,8483.0,176.0,162.857,33.0,0.0,0.286,1655.995,34.358,31.792,6.442,0.0,0.056,,,,,,,,,,30652.0,4400869.0,859.108,5.984,25323.0,4.943,,,tests performed,7169870.0,3786143.0,3383727.0,,,23009.0,139.97,73.91,66.05,,4492.0,,5122600.0,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,,,,
86603,NIC,North America,Nicaragua,2021-11-12,16877.0,0.0,25.429,210.0,0.0,0.143,2518.061,0.0,3.794,31.332,0.0,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6702379.0,51.667,27.3,5.445,3.519,5321.444,3.2,137.016,11.47,,,,0.9,74.48,0.66,,,,
87206,NER,Africa,Niger,2021-11-12,6650.0,24.0,30.857,231.0,2.0,1.571,264.615,0.955,1.228,9.192,0.08,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25130810.0,16.955,15.1,2.553,1.378,926.0,44.5,238.339,2.42,0.1,15.4,8.978,0.3,62.42,0.394,,,,
87830,NGA,Africa,Nigeria,2021-11-12,213076.0,129.0,80.714,2949.0,16.0,6.714,1007.925,0.61,0.382,13.95,0.076,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
89160,MKD,Europe,North Macedonia,2021-11-12,208467.0,469.0,492.143,7307.0,13.0,14.714,100096.463,225.193,236.305,3508.492,6.242,7.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2082661.0,82.6,39.1,13.26,8.16,13111.214,5.0,322.688,10.08,,,,4.28,75.8,0.774,,,,
89463,OWID_CYN,Asia,Northern Cyprus,2021-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563953.0,277641.0,265245.0,56061.0,,1011.0,147.54,72.64,69.39,14.67,2645.0,,,,,,,,,,,,,,,,,,,,
90089,NOR,Europe,Norway,2021-11-12,226064.0,1762.0,1609.857,950.0,2.0,4.0,41361.022,322.378,294.542,173.813,0.366,0.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5465629.0,14.462,39.7,16.821,10.813,64800.057,0.2,114.316,5.31,19.6,20.7,,3.6,82.4,0.957,,,,
91375,OMN,Asia,Oman,2021-11-12,304410.0,0.0,11.571,4113.0,0.0,0.143,58278.401,0.0,2.215,787.422,0.0,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5223376.0,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,,,,
92002,PAK,Asia,Pakistan,2021-11-12,1279373.0,231.0,447.571,28595.0,11.0,11.0,5681.054,1.026,1.987,126.976,0.049,0.049,,,,,,,,,,38524.0,21318930.0,94.667,0.171,43983.0,0.195,,,tests performed,118333360.0,77877215.0,47804912.0,,1089429.0,1076112.0,52.55,34.58,21.23,,4778.0,,225199929.0,255.573,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557,,,,
92085,PLW,Oceania,Palau,2021-11-12,8.0,0.0,0.0,,,0.0,440.189,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18174.0,47.237,,,,13240.405,,,15.89,7.7,22.7,,4.8,73.7,0.826,,,,
92703,PSE,Asia,Palestine,2021-11-12,456632.0,225.0,219.0,4743.0,6.0,5.429,87431.234,43.081,41.932,908.141,1.149,1.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5222756.0,778.202,20.4,3.043,1.726,4449.898,1.0,265.91,10.59,,,,,74.05,0.708,,,,
93317,PAN,North America,Panama,2021-11-12,474231.0,229.0,149.714,7341.0,3.0,2.714,108232.801,52.264,34.169,1675.422,0.685,0.619,,,,,,,,,,,,,,,,,,,5492619.0,2985652.0,2389652.0,,12930.0,3368.0,125.36,68.14,54.54,,769.0,,4381583.0,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,,2.3,78.51,0.815,,,,
93920,PNG,Oceania,Papua New Guinea,2021-11-12,32627.0,249.0,191.429,430.0,15.0,3.429,3577.912,27.306,20.992,47.154,1.645,0.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9119005.0,18.22,22.6,3.808,2.142,3823.194,,561.494,17.65,23.5,48.8,,,64.5,0.555,,,,
94536,PRY,South America,Paraguay,2021-11-12,461624.0,50.0,49.857,16278.0,5.0,2.857,63940.021,6.926,6.906,2254.683,0.693,0.396,,,,,,,,,,,,,,,,,,,5746121.0,3180418.0,2508250.0,57453.0,,61335.0,79.59,44.05,34.74,0.8,8496.0,,7219641.0,17.144,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5.0,21.6,79.602,1.3,74.25,0.728,,,,
95218,PER,South America,Peru,2021-11-12,2212514.0,1148.0,1004.0,200573.0,19.0,28.571,66323.525,34.413,30.096,6012.486,0.57,0.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
95871,PHL,Asia,Philippines,2021-11-12,2813115.0,1867.0,2161.286,45035.0,169.0,135.714,25332.672,16.813,19.463,405.549,1.522,1.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111046910.0,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1.0,71.23,0.718,,,,
96575,POL,Europe,Poland,2021-11-12,3175769.0,12965.0,14178.714,78555.0,31.0,144.0,84021.721,343.017,375.128,2078.34,0.82,3.81,,,,,,,,,,,,,,,,,,,39854041.0,20458397.0,20134376.0,1534956.0,96219.0,63591.0,105.44,54.13,53.27,4.06,1682.0,,37797000.0,124.027,41.8,16.763,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.88,,,,
97208,PRT,Europe,Portugal,2021-11-12,1104189.0,1751.0,1264.571,18234.0,3.0,5.857,108595.335,172.208,124.369,1793.287,0.295,0.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
97831,QAT,Asia,Qatar,2021-11-12,240828.0,123.0,136.714,611.0,0.0,0.0,82179.16,41.972,46.652,208.495,0.0,0.0,,,,,,,,,,,,,,,,,,,4876778.0,,,,5942.0,3397.0,166.41,,,,1159.0,,2930524.0,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848,,,,
98457,ROU,Europe,Romania,2021-11-12,1735277.0,4844.0,5963.571,52513.0,307.0,346.571,90720.289,253.244,311.776,2745.38,16.05,18.119,,,,,,,,,,,15365756.0,803.322,,47344.0,2.475,,,tests performed,,,,,,,,,,,,,19127772.0,85.129,43.0,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,6.892,76.05,0.828,,,,
99109,RUS,Europe,Russia,2021-11-12,8843238.0,38941.0,38559.286,248203.0,1203.0,1180.0,60606.644,266.88,264.264,1701.046,8.245,8.087,,,,,,,,,,,,,,,,,,,112305009.0,60155620.0,50587097.0,2338537.0,800054.0,528802.0,76.97,41.23,34.67,1.6,3624.0,,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.824,,,,
99718,RWA,Africa,Rwanda,2021-11-12,100082.0,35.0,26.286,1336.0,0.0,0.571,7538.272,2.636,1.98,100.629,0.0,0.043,,,,,,,,,,6845.0,3250314.0,244.817,0.516,10771.0,0.811,,,samples tested,,,,,,,,,,,,,13276517.0,494.869,20.3,2.974,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,,69.02,0.543,,,,
100408,KNA,North America,Saint Kitts and Nevis,2021-11-12,2736.0,1.0,4.0,27.0,0.0,0.286,51096.254,18.676,74.702,504.239,0.0,5.336,,,,,,,,,,,,,,,,,,,50872.0,26215.0,24657.0,,,38.0,95.01,48.96,46.05,,710.0,,53546.0,212.865,,,,24654.385,,,12.84,,,,2.3,76.23,0.779,,,,
101017,LCA,North America,Saint Lucia,2021-11-12,12808.0,23.0,19.286,269.0,2.0,1.286,69457.324,124.728,104.586,1458.777,10.846,6.972,,,,,,,,,,,,,,,,,,,96183.0,52563.0,43620.0,,376.0,242.0,52.16,28.5,23.65,,1312.0,,184401.0,293.187,34.9,9.721,6.405,12951.839,,204.62,11.62,,,87.202,1.3,76.2,0.759,,,,
